snapshot_at,snapshot_type,lot,internal_id,current_bid,bid_count,status,live_status,end_time,end_time_utc
2026-09-22T19:58:06.087528Z,refresh,9926,1738248,15,3,1,0,1790121600,2026-09-23T00:00:00.000Z
2026-09-22T19:58:06.087528Z,refresh,9927,1738249,5,1,1,0,1790121600,2026-09-23T00:00:00.000Z
2026-09-22T19:58:06.087528Z,refresh,9928,1738250,15,3,1,0,1790121600,2026-09-23T00:00:00.000Z
2026-09-22T19:58:06.087528Z,refresh,9929,1738251,10,2,1,0,1790121600,2026-09-23T00:00:00.000Z
2026-09-22T19:58:06.087528Z,refresh,9930,1738252,15,3,1,0,1790121600,2026-09-23T00:00:00.000Z
2026-09-22T19:58:06.087528Z,refresh,9931,1738253,10,2,1,0,1790121600,2026-09-23T00:00:00.000Z
2026-09-22T19:58:06.087528Z,refresh,9932,1738254,10,2,1,0,1790121600,2026-09-23T00:00:00.000Z
2026-09-22T19:58:06.087528Z,refresh,9933,1738255,10,2,1,0,1790121600,2026-09-23T00:00:00.000Z
2026-09-22T19:58:06.087528Z,refresh,9934,1738256,15,3,1,0,1790121600,2026-09-23T00:00:00.000Z
2026-09-22T19:58:06.087528Z,refresh,9935,1738257,5,1,1,0,1790121600,2026-09-23T00:00:00.000Z
2026-09-22T19:58:06.087528Z,refresh,9936,1738258,5,1,1,0,1790121600,2026-09-23T00:00:00.000Z
2026-09-22T19:58:06.087528Z,refresh,9937,1738259,5,1,1,0,1790121600,2026-09-23T00:00:00.000Z
2026-09-22T19:58:06.087528Z,refresh,9938,1738260,10,2,1,0,1790121600,2026-09-23T00:00:00.000Z
2026-09-22T19:58:06.087528Z,refresh,9939,1738261,10,2,1,0,1790121600,2026-09-23T00:00:00.000Z
2026-09-22T19:58:06.087528Z,refresh,9940,1738262,15,3,1,0,1790121600,2026-09-23T00:00:00.000Z
2026-09-22T19:58:06.087528Z,refresh,9941,1738263,20,4,1,0,1790121600,2026-09-23T00:00:00.000Z
2026-09-22T19:58:06.087528Z,refresh,9942,1738264,30,7,1,0,1790121600,2026-09-23T00:00:00.000Z
2026-09-22T19:58:06.087528Z,refresh,9943,1738265,30,6,1,0,1790121600,2026-09-23T00:00:00.000Z
2026-09-22T19:58:06.087528Z,refresh,9944,1738266,40,9,1,0,1790121600,2026-09-23T00:00:00.000Z
2026-09-22T19:58:06.087528Z,refresh,9945,1738267,40,8,1,0,1790121600,2026-09-23T00:00:00.000Z
2026-09-22T19:58:06.087528Z,refresh,9946,1738268,45,10,1,0,1790121600,2026-09-23T00:00:00.000Z
2026-09-22T19:58:06.087528Z,refresh,9947,1738269,40,8,1,0,1790121600,2026-09-23T00:00:00.000Z
2026-09-22T19:58:06.087528Z,refresh,9948,1738270,40,9,1,0,1790121600,2026-09-23T00:00:00.000Z
2026-09-22T19:58:06.087528Z,refresh,9949,1738271,15,3,1,0,1790121600,2026-09-23T00:00:00.000Z
2026-09-22T19:58:06.087528Z,refresh,9950,1738272,10,2,1,0,1790121600,2026-09-23T00:00:00.000Z
2026-09-22T19:58:06.087528Z,refresh,9951,1738273,15,3,1,0,1790121600,2026-09-23T00:00:00.000Z
2026-09-22T19:58:06.087528Z,refresh,9952,1738274,15,3,1,0,1790121600,2026-09-23T00:00:00.000Z
2026-09-22T19:58:06.087528Z,refresh,9953,1738275,15,3,1,0,1790121600,2026-09-23T00:00:00.000Z
2026-09-22T19:58:06.087528Z,refresh,9954,1738276,25,5,1,0,1790121600,2026-09-23T00:00:00.000Z
